Company,ZIP,City,Country,State,Sales,County,latitude,longitude,Year
"Rush Truck Center, Oklahoma",73128,Oklahoma City,USA,OK,0,Oklahoma,35.44899,-97.64595,2023
FleetPride,30294,Ellenwood,USA,GA,1805,Clayton,33.6371,-84.26289,2023
FleetPride,26101,Parkersburg,USA,WV,310,Wood,39.23394,-81.57483,2023
FleetPride,11763,Medford,USA,NY,19862,Suffolk,40.82529,-72.98245,2023
Rush Enterprises - Houston,77029,Houston,USA,TX,13408,Harris,29.76382,-95.26326,2023
FleetPride,98001,Auburn,USA,WA,105,King,47.30919,-122.26426,2023
Mid Hudson Mack,12549,Montgomery,USA,NY,2538,Montgomery,41.52957,-74.25843,2023
City Diesel of Knoxville,37918,Knoxville,USA,TN,0,Knox,36.0599,-83.91082,2023
FleetPride,06704,Waterbury,USA,CT,987,Naugatuck Valley,41.58601,-73.03296,2023
FleetPride,31768,Moultrie,USA,GA,545,Colquitt,31.19329,-83.84047,2023
"Northwest Drive Train, Inc.",77041,Houston,USA,TX,22590,Harris,29.86203,-95.58187,2023
A-1 Truck Parts - Bay City,48706,Bay City,USA,MI,5658,Bay,43.59937,-83.95623,2023
"Gabrielli Truck Sales of New York, Inc.",12204,Albany,USA,NY,0,Albany,42.68723,-73.72869,2023
"Transource Truck & Equipment, Inc.",57104,Sioux Falls,USA,SD,0,Minnehaha,43.6041,-96.70442,2023
FleetPride,85233,Gilbert,USA,AZ,0,Maricopa,33.35242,-111.8115,2023
FleetPride,36303,Dothan,USA,AL,0,Houston,31.26389,-85.39213,2023
Rush Enterprises,75141,Hutchins,USA,TX,-2600,Dallas,32.63984,-96.69257,2023
Bruckner's Truck & Equipment,78219,San Antonio,USA,TX,6305,Bexar,29.44137,-98.38459,2023
Bruckner's Truck & Equipment,78233,San Antonio,USA,TX,0,Bexar,29.55483,-98.36323,2023
Rush Enterprises - Oklahoma  City,73128,Oklahoma City,USA,OK,1490,Oklahoma,35.44899,-97.64595,2023
Rush Enterprises - Jacksonville,32254,Jacksonville,USA,FL,0,Duval,30.34164,-81.73549,2023
FleetPride,66609,Topeka,USA,KS,0,Shawnee,38.98193,-95.66974,2023
Norcal Kenworth-Bay Area,94577,San Leandro,USA,CA,0,Alameda,37.71595,-122.16615,2023
FleetPride,74116,Tulsa,USA,OK,13632,Tulsa,36.18814,-95.83621,2023
"Beam Mack Sales & Service, Inc.",14224,West Seneca,USA,NY,0,Erie,42.83767,-78.74771,2023
FleetPride,37210,Nashville,USA,TN,5360,Davidson,36.1442,-86.73374,2023
"Interstate Power Systems, Inc.",55425,Minneapolis,USA,MN,5975,Hennepin,44.84249,-93.23601,2023
"I-State Truck, Inc.",55425,Minneapolis,USA,MN,0,Hennepin,44.84249,-93.23601,2023
I-State Truck Center,54449,Marshield,USA,WI,25,Wood,44.63914,-90.19755,2023
FleetPride,26301,Clarksburg,USA,WV,0,Harrison,39.28629,-80.37735,2023
"Southport Truck Group, LLC",33637,Tampa,USA,FL,-400,Hillsborough,28.04715,-82.36118,2023
"Southport Truck Group, LLC",33805,Lakeland,USA,FL,0,Polk,28.09829,-81.91279,2023
"Southport Truck Group, LLC",33912,Fort Myers,USA,FL,0,Lee,26.53288,-81.82502,2023
Brothers Motors Service,95834,Sacramento,USA,CA,7369,Sacramento,38.64207,-121.51967,2023
Velocity Truck Centers - Tucson,85756,Tucson,USA,AZ,5999,Pima,32.07034,-110.90625,2023
Velocity Truck Center - Flagstaff,86004,Flagstaff,USA,AZ,0,Coconino,35.37546,-111.37515,2023
Bergey's Truck Center,19720,New Castle,USA,DE,5470,New Castle,39.645,-75.60678,2023
Wofford Truck Parts,79907,El Paso,USA,TX,0,El Paso,31.7074,-106.32681,2023
FleetPride,65802,Springfield,USA,MO,0,Greene,37.21048,-93.35167,2023
Rush Enterprises - Tampa,33619,Tampa,USA,FL,0,Hillsborough,27.93536,-82.37841,2023
"Cumberland International Trucks, Inc.",37217,Nashville,USA,TN,0,Davidson,36.10836,-86.66178,2023
Cumberland International Trucks,37210,Nashville,USA,TN,567,Davidson,36.1442,-86.73374,2023
TBO Companies DBA Mobile Truck & Trailer,31027,DUBLIN,USA,GA,0,Laurens,32.57405,-82.81959,2023
FleetPride,35405,Tuscaloosa,USA,AL,0,Tuscaloosa,33.12087,-87.55082,2023
Nextran Truck Center - Orlando,32809,Orlando,USA,FL,0,Orange,28.46301,-81.38428,2023
"Kleen Exhaust, Inc.",33312,Ft. Lauderdale,USA,FL,5323,Broward,26.08835,-80.18166,2023
FleetPride,41051,Independence,USA,KY,0,Kenton,38.93233,-84.54451,2023
Summit Truck Group,66607,Topeka,USA,KS,0,Shawnee,39.0422,-95.63502,2023
Pape Kenworth,97002,Aurora,USA,OR,0,Marion,45.23774,-122.8003,2023
Mai's Supply and Services,94080,South San Francisco,USA,CA,0,San Mateo,37.65541,-122.42083,2023
"Kenworth of Birmingham, Inc.",35234,Birmingham,USA,AL,-3960,Jefferson,33.54005,-86.80382,2023
Bruckner's Truck & Equipment,76306,Wichita Falls,USA,TX,0,Wichita,33.95237,-98.52745,2023
FleetPride,64120,Kansas City,USA,MO,275,Jackson,39.13142,-94.51489,2023
Louisville Auto Spring,40203,Louisville,USA,KY,0,Jefferson,38.24722,-85.765,2023
"Rush Truck Centers of Kansas, Inc.",66062,Olathe,USA,KS,-12816,Johnson,38.83677,-94.78455,2023
"Vomac Truck Sales & Service, Inc.",46774,New Haven ,USA,IN,0,New Haven ,41.09103,-84.96955,2023
FleetPride,76131,Saginaw,USA,TX,0,Tarrant,32.88227,-97.34895,2023
Degel Truck Center,63042,Hazelwood,USA,MO,9481,St. Louis,38.78133,-90.37909,2023
"WKI Operations,Inc. DBA Wichita Kenworth",67204,Wichita,USA,KS,0,Sedgwick,37.77167,-97.36341,2023
Wichita Kenworth,67219,Wichita,USA,KS,0,Sedgwick,37.76931,-97.31643,2023
Allegiance Trucks,05446,Colchester,USA,VT,0,Chittenden,44.5541,-73.21647,2023
Dodge City Kenworth,67801,Dodge City,USA,KS,0,Ford,37.72961,-100.05406,2023
Emporia Kenworth,66801,Emporia,USA,KS,0,Lyon,38.41105,-96.2221,2023
Rush Enterprises - Akron,44305,Akron,USA,OH,2810,Summit,41.07643,-81.46226,2023
Bruckner's Truck & Equipment,76106,Fort Worth,USA,TX,6520,Tarrant,32.81417,-97.35209,2023
Bruckner's Truck & Equipment,75241,Dallas,USA,TX,15040,Dallas,32.667,-96.75903,2023
FleetPride,54303,Green Bay,USA,WI,0,Brown,44.53931,-88.05115,2023
M & K Quality Truck Sales-Grand Rapids,49315,Byron Center,USA,MI,0,Kent,42.80101,-85.73589,2023
"Kentucky Truck Sales, Inc.",47130,Jeffersonville,USA,IN,965,Clark,38.33528,-85.69689,2023
Velocity Truck Centers - El Centro,92443,El Centro,USA,CA,2020,Imperial,32.792,-115.563051,2023
Rush Enterprises - Laredo,78045,Laredo,USA,TX,5984,Webb,27.83197,-99.65963,2023
Rush Enterprises - Lufkin,75901,Lufkin,USA,TX,5575,Angelina,31.30264,-94.65481,2023
Rush Enterprises - Austin,78610,Buda,USA,TX,288,Hays,30.07962,-97.84047,2023
Rush Enterprises - Tyler,75706,Tyler,USA,TX,-208,Smith,32.46822,-95.30402,2023
Rush Enterprises - Pharr,78577,Pharr,USA,TX,1504,Hidalgo,26.1665,-98.19082,2023
Rush Enterprises - Sealy,77474,Sealy,USA,TX,0,Austin,29.77583,-96.18518,2023
Rush Enterprises - El Paso,79936,El Paso,USA,TX,0,El Paso,31.77373,-106.29631,2023
Rush Enterprises - Fort Worth,76106,Fort Worth,USA,TX,0,Tarrant,32.81417,-97.35209,2023
Rush Enterprises - Abilene,79563,Tye,USA,TX,0,Taylor,32.42222,-99.90929,2023
Rush Enterprises - Waco,76706,Robinson,USA,TX,0,McLennan,31.465,-97.09131,2023
Rush Enterprises - Amarillo,79118,Amarillo,USA,TX,0,Potter,35.10103,-101.74863,2023
Rush Enterprises - Odessa,79766,Odessa,USA,TX,0,Ector,31.71014,-102.36185,2023
Rush Enterprises - Corpus,78380,Robstown,USA,TX,643,Nueces,27.77872,-97.7363,2023
Rush Enterprises - Brownsville,78521,Brownsville,USA,TX,4538,Cameron,25.95109,-97.32078,2023
Rush Enterprises - Fontana,92337,Fontana,USA,CA,935,San Bernardino,34.04967,-117.47145,2023
Rush Enterprises - Tulsa,74107,Tulsa,USA,OK,0,Tulsa,36.10737,-96.04095,2023
Rush Enterprises - Denver,80022,Commerce City,USA,CO,6798,Adams,39.86448,-104.78868,2023
Rush Enterprises - Tuscon,85713,Tucson,USA,AZ,0,Pima,32.19525,-111.0151,2023
Rush Enterprises - Phoenix,85353,Tolleson,USA,AZ,572,Maricopa,33.41721,-112.27283,2023
Rush Enterprises,86004,Flagstaff,USA,AZ,0,Coconino,35.37546,-111.37515,2023
Rush Enterprises - Yuma,85365,Yuma,USA,AZ,0,Yuma,33.07067,-114.13801,2023
Rush Enterprises - Albuquerque,87121,Albuquerque,USA,NM,0,Bernalillo,35.01031,-106.87816,2023
Rush Enterprises - Los Angeles,90660,Pico Rivera,USA,CA,-200,Los Angeles,33.98868,-118.09111,2023
Rush Enterprises - Sylmar,91342,Sylmar,USA,CA,1135,Los Angeles,34.31778,-118.39207,2023
Rush Enterprises - Whittier,90601,Whittier,USA,CA,0,Los Angeles,34.0078,-118.03287,2023
Rush Enterprises,90710,Harbor City,USA,CA,0,Los Angeles,33.79806,-118.29918,2023
Rush Enterprises - Orlando,32804,Orlando,USA,FL,2664,Orange,28.57688,-81.39748,2023
Rush Enterprises,33619,Tampa,USA,FL,-4533,Hillsborough,27.93536,-82.37841,2023
Rush Enterprises - Orlando,33619,Orlando,USA,FL,-1493,Orange,27.93536,-82.37841,2023
Rush Enterprises - Lake City,32024,Lake City,USA,FL,2903,Columbia,30.0793,-82.72597,2023
Rush Enterprises - Smyrna,30080,Atlanta,USA,GA,-250,Fulton,33.87864,-84.5053,2023
Rush Enterprises - Atlanta,30315,Atlanta,USA,GA,-250,Fulton,33.70312,-84.38272,2023
Rush Enterprises - Doralville,30340,Atlanta,USA,GA,755,Fulton,33.89808,-84.25113,2023
Rush Enterprises,31793,Tifton,USA,GA,1450,Tift,31.46104,-83.58386,2023
Rush Enterprises - Gainesville,30501,Gainesville,USA,GA,0,Hall,34.31844,-83.81636,2023
Rush Enterprises,31907,Columbus,USA,GA,1320,Muscogee,32.48388,-84.89976,2023
Rush Enterprises - Charlotte,28206,Charlotte,USA,NC,235,Mecklenburg,35.25631,-80.82144,2023
Rush Enterprises - Salt Lake,84104,Salt Lake City,USA,UT,0,Salt Lake,40.74846,-111.98286,2023
Rush Enterprises - Boise,83705,Boise,USA,ID,0,Ada,43.55609,-116.22002,2023
Rush Enterprises - Dayton,45414,Dayton,USA,OH,-400,Montgomery,39.84008,-84.21115,2023
Rush Enterprises - Lima,45804,Lima,USA,OH,0,Allen,40.71569,-84.06911,2023
Rush Enterprises - St. Louis,63110,St. Louis,USA,MO,0,St. Louis,38.62538,-90.26645,2023
Rush Enterprises - Carol Stream,60188,Carol Stream,USA,IL,0,DuPage,41.91562,-88.12958,2023
Rush Enterprises - Chicago,60638,Chicago,USA,IL,3234,Cook,41.78175,-87.77057,2023
Rush Enterprises,62401,Effingham,USA,IL,-1400,Effingham,39.11843,-88.56467,2023
Rush Enterprises - Indy,46217,Indianapolis,USA,IN,-1301,Marion,39.67254,-86.19338,2023
Rush Enterprises - Richmond,23005,Ashland,USA,VA,0,Hanover,37.75982,-77.4826,2023
Rush Enterprises,46402,Gary,USA,IN,0,Lake,41.61032,-87.33297,2023
Rush Enterprises - Las Vegas,89030,Las Vegas,USA,NV,1175,Clark,36.21235,-115.12313,2023
Rush Enterprises - NW Houston,77040,Houston,USA,TX,6199,Harris,29.87539,-95.52861,2023
Rush Enterprises - Haines City,33844,Haines City,USA,FL,2661,Polk,28.08616,-81.58717,2023
Rush Enterprises - Mobile,36582,Theodore,USA,AL,-3650,Mobile,30.51616,-88.17719,2023
Rush Enterprises - Greeley,80631,Greeley,USA,CO,0,Weld,40.44216,-104.67809,2023
Rush Enterprises - Cleveland,44130,Parma,USA,OH,0,Cuyahoga,41.378,-81.7868,2023
"Industrial Power, LLC",76111,Fort Worth,USA,TX,11142,Tarrant,32.7804,-97.30116,2023
FleetPride,24016,Roanoke,USA,VA,6975,Roanoke,37.27208,-79.95468,2023
FleetPride,29201,Columbia,USA,SC,0,Richland,33.98381,-81.02829,2023
FleetPride,91910,Chula Vista,USA,CA,0,San Diego,32.63653,-117.06301,2023
Rush Enterprises - Phoenix E,85204,Mesa,USA,AZ,0,Maricopa,33.39666,-111.78786,2023
"Transource Truck & Equipment, Inc.",57702,Rapid City,USA,SD,8922,Pennington,44.03085,-103.38433,2023
"Transource Truck & Equipment, Inc.",57401,Aberdeen,USA,SD,0,Brown,45.4753,-98.53042,2023
Kenworth of South Louisiana - Carencro,70520,Carencro,USA,LA,1215,Lafayette,30.33265,-92.03619,2023
Bruckner's Truck & Equipment,74107,Tulsa,USA,OK,2700,Tulsa,36.10737,-96.04095,2023
Rod & Rob Eshoe Truck Trailer Parts Inc.,95215,Stockton,USA,CA,6043,San Joaquin,37.9444,-121.15276,2023
Rush Enterprises - Bowling Green,42103,Bowling Green,USA,KY,0,Warren,36.94802,-86.33396,2023
Rush Enterprises - Memphis,38116,Memphis,USA,TN,0,Shelby,35.03213,-90.01001,2023
Rush Enterprises - San Diego,92126,San Diego,USA,CA,1516,San Diego,32.912,-117.14344,2023
Rush Enterprises - Ardmore,73401,Ardmore,USA,OK,0,Carter,34.21045,-97.11434,2023
Gabrielli Truck Sales,07866,Rockaway,USA,NJ,14610,Morris,40.9531,-74.48639,2023
Rush Enterprises - College Sta,77803,Bryan,USA,TX,203,Brazos,30.67835,-96.3867,2023
Rush Enterprises - Texarkana,75569,Nash,USA,TX,485,Bowie,33.44127,-94.12292,2023
Rush Enterprises - Victoria,77905,Victoria,USA,TX,0,Victoria,28.72789,-97.0508,2023
Rush Enterprises - St. Peters,63376,St. Peters,USA,MO,-2996,St. Charles,38.80022,-90.61636,2023
Rush Enterprises - Huntley,60142,Huntley,USA,IL,0,McHenry,42.17517,-88.44486,2023
Rush Enterprises - Cotulla,78014,Cotulla,USA,TX,0,La Salle,28.39837,-99.10946,2023
Rush Enterprises MD - Houston,77029,Houston,USA,TX,0,Harris,29.76382,-95.26326,2023
"Coffman Truck Sales, Inc.",60506,Aurora,USA,IL,13006,Kane,41.76176,-88.37125,2023
"Humphrey Service Parts, Inc.",53221,Milwaukee,USA,WI,0,Milwaukee,42.95445,-87.94374,2023
Tyler Motor Company DBA Hall Volvo GMC,75709,Tyler,USA,TX,0,Smith,32.31323,-95.38904,2023
"Arkansas Kenworth, Inc.",72206,Little Rock,USA,AR,0,Pulaski,34.63042,-92.23833,2023
Summit Truck Group,65301,Sedalia,USA,MO,0,Pettis,38.69922,-93.22104,2023
Rush Enterprises - Macon,31206,Macon,USA,GA,517,Bibb,32.79383,-83.6832,2023
Rush Enterprises - Dallas MD,75247,Dallas,USA,TX,0,Dallas,32.81417,-96.87803,2023
Rush Enterprises - Augusta N.,30907,Augusta,USA,GA,0,Richmond,33.52193,-82.08596,2023
Rush Truck Center - Asheville,28778,Swannanoa,USA,NC,965,Buncombe,35.61667,-82.40768,2023
FleetPride,22841,Mt. Crawford,USA,VA,0,Rockingham,38.33887,-78.89417,2023
FleetPride,30297,Forest Park,USA,GA,27202,Clayton,33.61511,-84.37145,2023
DPF Alternatives Las Vegas,89005,Boulder City,USA,NV,0,Clark,36.00875,-114.84805,2023
DPF Alternatives Las Vegas,89074,Henderson,USA,NV,0,Clark,36.03639,-115.08113,2023
JX Truck Center - Effingham,62401,Effingham,USA,IL,0,Effingham,39.11843,-88.56467,2023
"Rush Enterprises, Inc.",33619,TAMPA,USA,FL,0,Hillsborough,27.93536,-82.37841,2023
"Winrock Truck Parts & Equipment, Inc.",37840,Oliver Springs,USA,TN,3560,Anderson,36.05849,-84.37047,2023
Summit Truck Group,67219,Wichita,USA,KS,0,Sedgwick,37.76931,-97.31643,2023
Hino Trucks of Montgomery,36108,Montgomery,USA,AL,0,Montgomery,32.33956,-86.40602,2023
Velocity Truck Center - Chandler,85226,Chandler,USA,AZ,0,Maricopa,33.26519,-111.94641,2023
Worldwide Equipment of Ohio,45414,Dayton,USA,OH,1575,Montgomery,39.84008,-84.21115,2023
Ogburn's Truck Parts,76164,Fort Worth,USA,TX,0,Tarrant,32.7808,-97.35411,2023
Ogburn's Truck Parts - Houston,77020,Houston,USA,TX,2825,Harris,29.76842,-95.30878,2023
FleetPride,05495,Williston,USA,VT,0,Chittenden,44.42901,-73.09197,2023
Doggett Freightliner,79928,El Paso,USA,TX,0,El Paso,31.67896,-106.11511,2023
FleetPride,43952,Steubenville,USA,OH,0,Jefferson,40.39763,-80.66278,2023
"Transource, Inc.",27617,Raleigh,USA,NC,0,Wake,35.90723,-78.77221,2023
FleetPride,03053,Londonderry,USA,NH,0,Rockingham,42.87927,-71.38702,2023
FleetPride,21801,Salisbury,USA,MD,0,Wicomico,38.38106,-75.64073,2023
"Rush Truck Centers of Texas, L.P.",77040,Houston,USA,TX,0,Harris,29.87539,-95.52861,2023
Nextran GMC,64161,Kansas City,USA,MO,0,Jackson,39.16184,-94.44943,2023
Nextran Volvo/Mack,64161,Kansas City,USA,MO,0,Jackson,39.16184,-94.44943,2023
Nextran Parts,64161,Kansas City,USA,MO,0,Jackson,39.16184,-94.44943,2023
Nextran Volvo Denver,80022,Commerce City,USA,CO,1488,Adams,39.86448,-104.78868,2023
Nextran Western Colorado,81521,Fruita,USA,CO,0,Mesa,39.12529,-108.85049,2023
"TruckPro, LLC",30093,Norcross,USA,GA,5310,Gwinnett,33.90879,-84.17839,2023
"Orlando Freightliner, Inc.",32703,Apopka,USA,FL,0,Orange,28.65579,-81.52139,2023
Ocala Freightliner,34482,Ocala,USA,FL,0,Marion,29.24984,-82.27702,2023
South Parts Store,32837,Orlando,USA,FL,0,Orange,28.38074,-81.41998,2023
Polk Freightliner,33844,Haines City,USA,FL,0,Polk,28.08616,-81.58717,2023
DPF Alternatives - Denver,80216,Denver,USA,CO,2405,Denver,39.78659,-104.96187,2023
DPF Alternatives - Denver,80022,Commerce City,USA,CO,0,Adams,39.86448,-104.78868,2023
DPF Alternatives - Macon,31031,Gordon,USA,GA,7828,Wilkinson,32.87424,-83.32555,2023
DPF Alternatives - Macon,31032,Gray,USA,GA,13970,Jones,33.01039,-83.57292,2023
FleetPride,79701,Midland,USA,TX,41760,Midland,31.99239,-102.08105,2023
FleetPride,82644,Mills,USA,WY,0,Natrona,42.84303,-106.37437,2023
FleetPride,78219,San Antonio,USA,TX,0,Bexar,29.44137,-98.38459,2023
"Fond Du Lac Truck Sales, LLC",54937,Fond Du Lac,USA,WI,0,Fond Du Lac,43.75959,-88.43335,2023
TRUCKWORX,39218,Richland,USA,MS,0,Rankin,32.22825,-90.15857,2023
FleetPride,37660,Kingsport,USA,TN,0,Sullivan,36.52938,-82.57339,2023
Worldwide Equipment of Valdosta,31601,Valdosta,USA,GA,5820,Lowndes,30.74772,-83.33968,2023
FleetPride,25303,South Charleston,USA,WV,0,Kanawha,38.36033,-81.68679,2023
Bruckner's Truck & Equipment,75247,Dallas,USA,TX,0,Dallas,32.81417,-96.87803,2023
"Rush Truck Center, Houston",77029,Houston,USA,TX,0,Harris,29.76382,-95.26326,2023
Degel Truck Center,63042,Hazelwood,USA,MO,5661,St. Louis,38.78133,-90.37909,2023
Degel Truck Center,63104,St. Louis,USA,MO,0,St. Louis,38.61078,-90.21276,2023
Prime Truck and Trailer Parts,95206,Stockton,USA,CA,0,San Joaquin,37.8961,-121.41051,2023
"Potomac Mack Truck Center, Inc.",20155,Gainesville,USA,VA,0,Prince William,38.80646,-77.62145,2023
Nextran Truck Center - Kennesaw,30144,Kennesaw,USA,GA,0,Cobb,34.03672,-84.59174,2023
FleetPride,38116,Memphis,USA,TN,5690,Shelby,35.03213,-90.01001,2023
Tri State Truck Center LLC,01545,Shrewsbury,USA,MA,0,Worcester,42.28419,-71.71558,2023
C & W Truck & Trailer Parts,80524,Fort Collins,USA,CO,1000,Larimer,40.64814,-105.02155,2023
Total Truck Parts - Ft. Pierce,34981,Fort Pierce,USA,FL,4444,St. Lucie,27.39329,-80.37163,2023
Commercial Avenue Truck & Trailer Parts,92243,El Centro,USA,CA,17910,Imperial,32.77285,-115.60065,2023
Yancey Power Systems - Atlanta East,30288,Conley,USA,GA,0,Clayton,33.65502,-84.32813,2023
"M&S DPF Cleaning Services, Inc. ",60193,Schaumburg,USA,IL,0,Cook,42.01195,-88.09552,2023
Matthews Motors,30901,Augusta,USA,GA,0,Richmond,33.43811,-81.95327,2023
FleetPride,44125,Valley View,USA,OH,0,Cuyahoga,41.40658,-81.61548,2023
FleetPride,98108,Seattle,USA,WA,6153,King,47.54113,-122.3126,2023
FleetPride,98682,Vancouver,USA,WA,455,Clark,45.67296,-122.48327,2023
FleetPride,04074,Scarborough,USA,ME,21899,Cumberland,43.59103,-70.3683,2023
FleetPride,98901,Yakima,USA,WA,0,Yakima,46.66935,-120.33816,2023
FleetPride,97601,Klamath Falls,USA,OR,0,Klamath,42.44404,-122.06741,2023
FleetPride,97503,Medford,USA,OR,0,Jackson,42.5836,-122.92721,2023
FleetPride,97402,Eugene,USA,OR,0,Lane,44.05193,-123.23022,2023
McMahon Truck Center - Charlotte,28269,Charlotte,USA,NC,8671,Mecklenburg,35.33747,-80.8026,2023
M & K Truck Center of Sterling Heights,48310,Sterling Heights,USA,MI,8460,Macomb,42.56511,-83.06694,2023
"Cole Truck Parts, Inc.",24073,Christiansburg,USA,VA,0,Montgomery,37.13053,-80.4225,2023
Freightliner & Western Star of Maine,04092,Westbrook,USA,ME,0,Cumberland,43.69542,-70.35389,2023
FleetPride,63147,Saint Louis,USA,MO,0,Saint Louis,38.69567,-90.21589,2023
United Engines,73127,Oklahoma City,USA,OK,0,Oklahoma,35.47785,-97.64836,2023
CIT Trucks - Peru,61354,Peru,USA,IL,1252,LaSalle,41.33158,-89.14281,2023
DPF Alternatives Grand Junction,81504,Grand Junction,USA,CO,1239,Mesa,39.1198,-108.49542,2023
FleetPride,24202,Bristol,USA,VA,0,Bristol,36.65904,-82.21564,2023
Eastern Truck & Trailer,43025,Hebron,USA,OH,-235,Licking,39.96653,-82.51529,2023
FleetPride,42101,Bowling Green,USA,KY,861,Warren,37.06552,-86.47809,2023
JX Truck Center - Mineral Point,53565,Mineral Point,USA,WI,2712,Iowa,42.84025,-90.16982,2023
Wastebuilt - Arizona,85034,Phoenix,USA,AZ,0,Maricopa,33.43465,-112.01989,2023
"CLF Warehouse, Inc.",91950,National City,USA,CA,-21,San Diego,32.66952,-117.09313,2023
Midwest Wheel - Joplin,64804,Joplin,USA,MO,11307,Jasper,37.01955,-94.51137,2023
M & K Quality,46217,Indianapolis,USA,IN,7686,Marion,39.67254,-86.19338,2023
Reach International Inc,33010,Hialeah,USA,FL,0,Miami-Dade,25.83309,-80.27902,2023
Mountain West Truck Center,84128,West Valley City,USA,UT,0,Salt Lake,40.70518,-112.04259,2023
Westlie Truck Center,58701,Minot,USA,ND,0,Ward,48.14027,-101.32406,2023
DPF 911 LLC,30233,Jackson,USA,GA,0,Butts,33.29492,-83.97501,2023
DPF 911 LLC,30234,Jenkinsburg,USA,GA,0,Butts,33.33001,-84.02617,2023
Savant Corporation,66103,Kansas City,USA,KS,0,Wyandotte,39.06045,-94.62707,2023
1-800 Radiator,80216,Denver,USA,CO,4119,Denver,39.78659,-104.96187,2023
Eshoe Truck Trailer Parts,95380,Turlock,USA,CA,4716,Stanislaus,37.47226,-120.86978,2023
"Sioux City Truck & Trailer, Inc.",51111,Sioux City,USA,IA,0,Woodbury,42.41129,-96.38606,2023
"Longhorn International Trucks, Ltd.",76501,Temple,USA,TX,0,Bell,31.07555,-97.25469,2023
American Truck Parts Distribution,95691,West Sacramento,USA,CA,0,Yolo,38.62394,-121.58272,2023
American Truck Parts - Indiana,46227,Indianapolis,USA,IN,7492,Marion,39.67607,-86.13145,2023
"Suburban Truck Parts, LLC",60482,Worth,USA,IL,0,Cook,41.68737,-87.79239,2023
RDO Truck Centers - Omaha,63138,Omaha,USA,NE,1692,Douglas,38.79904,-90.1822,2023
Transportation Resources Inc.,66211,Leawood,USA,KS,0,Johnson,38.92422,-94.6363,2023
FleetPride - Kankakee,60901,Kankakee,USA,IL,0,Kankakee,41.11029,-87.90049,2023
"Bergey's GMC, Inc.",18969,Telford,USA,PA,0,Bucks,40.32644,-75.37239,2023
M & K Truck Center of Scranton,18512,Dunmore,USA,PA,0,Lackawanna,41.42648,-75.5912,2023
International Trucks of Houston,77029,Houston,USA,TX,9793,Harris,29.76382,-95.26326,2023
Velocity Truck Centers - Greenville,28513,Ayden,USA,NC,0,Pitt,35.44276,-77.3897,2023
FleetPride - Carlisle,17015,Carlisle,USA,PA,0,Cumberland,40.18392,-77.23234,2023
Columbus Truck & Equipment,43140,London,USA,OH,0,Madison,39.88406,-83.42946,2023
McMahon Truck Center - Charlotte,28269,Charlotte,USA,NC,0,Mecklenburg,35.33747,-80.8026,2023
United Engines - Little Rock,72209,Little Rock,USA,AR,388,Pulaski,34.6805,-92.33974,2023
"Old River of New Orleans, LLC",70087,St. Rose,USA,LA,76569,St. Charles,29.98092,-90.31264,2023
"General Truck Supplies, LLC.",90744,Wilmington,USA,CA,-208,Los Angeles,33.77821,-118.26087,2023
FleetPride,55337,Burnsville,USA,MN,698,Dakota,44.77673,-93.27491,2023
FleetPride - Fargo,58102,Fargo,USA,ND,1629,Cass,46.9207,-96.83175,2023
Rush Truck Center - Beaumont,77705,Beaumont,USA,TX,0,Jefferson,29.90652,-94.16961,2023
"Old River Companies, Inc.",39218,Richland,USA,MS,0,Rankin,32.22825,-90.15857,2023
MHC Kenworth - Cheyenne,82009,Cheyenne,USA,WY,2229,Laramie,41.38431,-104.85415,2023
MHC TRP- Atlanta,30297,Forest Park,USA,GA,-975,Clayton,33.61511,-84.37145,2023
MHC TRP - Oklahoma City,73129,Oklahoma City,USA,OK,-350,Oklahoma,35.43165,-97.48433,2023
MHC TRP - Denver,80640,Henderson,USA,CO,0,Adams,39.88536,-104.88202,2023
MHC Kenworth - McDonough,30253,McDonough,USA,GA,-1098,Henry,33.45028,-84.18579,2023
MHC Kenworth - McKinney,75454,Melissa,USA,TX,-625,Collin,33.283,-96.56073,2023
MHC Kenworth - Adairsville,30103,Adairsville,USA,GA,-300,Bartow,34.36457,-84.92014,2023
MHC Kenworth - Waterloo,50701,Waterloo,USA,IA,0,Black Hawk,42.4171,-92.34448,2023
MHC Kenworth - Murfreesboro,37129,Murfreesboro,USA,TN,1026,Rutherford,35.92556,-86.44098,2023
MHC Kenworth - South Denver,80134,Parker,USA,CO,0,Douglas,39.48282,-104.77957,2023
MHC TRP - Kansas City,66111,Kansas City,USA,KS,-2115,Wyandotte,39.08529,-94.79621,2023
MHC Kenworth - Norcross,30071,Norcross,USA,GA,0,Gwinnett,33.93977,-84.20561,2023
MHC Kenworth - Cactus,79013,Cactus,USA,TX,0,Moore,36.04183,-101.99335,2023
MHC Kenworth - Denton,76207,Denton,USA,TX,0,Denton,33.22174,-97.18505,2023
MHC Kenworth - Quad Cities,61201,Rock Island,USA,IL,7761,Rock Island,41.47799,-90.57608,2023
MHC Kenworth - Cedar Rapids,52404,Cedar Rapids,USA,IA,-31,Linn,41.92153,-91.69077,2023
MHC Kenworth - Lincoln,68522,Lincoln,USA,NE,0,Lancaster,40.78941,-96.76214,2023
MHC Kenworth - Omaha,68138,Omaha,USA,NE,-300,Douglas,41.15661,-96.13891,2023
