Company,ZIP,City,Country,State,Sales,County,latitude,longitude,Year
FleetPride,60455,Bridgeview,USA,IL,0,Cook,41.74102,-87.8068,2023
Kleen Exhaust Inc.,33313,Plantation,USA,FL,0,Broward,26.15069,-80.22634,2023
Bauer Truck Repair,16254,Shippenville,USA,PA,0,Clarion,41.26557,-79.45259,2023
Bauer Truck Repair,16254,Shippenville,USA,PA,0,Clarion,41.26557,-79.45259,2023
Industrial Control Equipment,92507,Riverside,USA,CA,0,Riverside,33.97464,-117.32234,2023
Industrial Control Equipment,92507,Riverside,USA,CA,0,Riverside,33.97464,-117.32234,2023
No Coast 307 LLC dba DPF Alternatives Ca,82601,Casper,USA,WY,0,Natrona,43.0655,-106.34618,2023
FleetPride,68901,Hastings,USA,NE,0,Adams,40.59092,-98.36599,2023
"Go Diesel, LLC",44056,Macedonia,USA,OH,0,Summit,41.31465,-81.49868,2023
FleetPride Truck & Trailer Parts,48529,Burton,USA,MI,0,Genesee,42.97237,-83.66221,2023
Steven Beckman Corp DBA Diesel Component,55337,Burnsville,USA,MN,0,Dakota,44.77673,-93.27491,2023
Texas Truck Market,77037,Houston,USA,TX,0,Harris,29.8918,-95.39438,2023
Point Spring & Driveshaft,15225,Pittsburgh,USA,PA,0,Allegheny,40.50636,-80.1116,2023
Point Spring & Driveshaft,16947,Troy,USA,PA,0,Bradford,41.76969,-76.79519,2023
Callico Services LLC,77477,Stafford,USA,TX,0,Fort Bend,29.62625,-95.56718,2023
Fleetpride Truck & Trailer Parts,56288,Spicer,USA,MN,0,Kandiyohi,45.24218,-94.94847,2023
Aftermarket Sales Samples (Canada),31021,DUBLIN,USA,GA,0,Laurens,32.49002,-82.93435,2023
"Neopart Transit, LLC",19608,Reading,USA,PA,0,Berks,40.31401,-76.03574,2023
Powertrain Plus Truck Parts & Service,08077,Cinnaminson,USA,NJ,0,Burlington,40.00193,-74.99515,2023
Vander Haag's Inc.,57104,Sioux Falls,USA,SD,0,Minnehaha,43.6041,-96.70442,2023
Fleetpride Truck & Trailer Parts,78721,Austin,USA,TX,0,Travis,30.27127,-97.68345,2023
"Globe-Connect, LLC",19341,EXTON,USA,PA,0,Chester,40.04213,-75.63814,2023
Fleet Express DPF Cleaning,46241,Indianapolis,USA,IN,0,Marion,39.72389,-86.26842,2023
